dataset,CR_number,CR,RR,ER,CR_vs_RR_p_value,ER_vs_CR_p_value,ER_vs_RR_p_value
plastic.arff,17,"IF Strength >= 32.00 AND Strength <= 42.55 AND Temperature >= 255.00 AND Strength <= 40.15 AND Temperature >= 275.00 THEN class = {16.33} [13.66, 19.01] (p=182, n=83, P=825, N=825)","IF Strength <= 32.35 THEN class = {15.88} [12.57, 19.18] (p=537, n=462, P=825, N=825)","IF Strength >= 32.00 AND Strength <= 42.55 AND Temperature >= 255.00 AND Strength <= 40.15 AND Temperature >= 275.00 AND Strength <= 32.35 THEN class = {19.20} [18.22, 20.18] (p=6, n=4, P=275, N=1375)",0.2598785889050418,0.0002863946329570194,0.0008304698333676543
plastic.arff,18,"IF Strength <= 28.25 AND Temperature >= 225.00 AND Strength >= 27.85 THEN class = {16.44} [13.82, 19.07] (p=18, n=9, P=825, N=825)","IF Temperature >= 255.00 THEN class = {15.00} [11.58, 18.42] (p=500, n=250, P=1100, N=550)","IF Strength <= 28.25 AND Temperature >= 225.00 AND Strength >= 27.85 AND Temperature >= 255.00 THEN class = {19.33} [18.39, 20.28] (p=6, n=3, P=275, N=1375)",0.9331625232936775,6.391480128680907e-05,0.00013039282580703306
plastic.arff,19,"IF Strength <= 28.35 AND Temperature >= 225.00 AND Strength >= 26.55 THEN class = {16.57} [13.96, 19.19] (p=62, n=32, P=825, N=825)","IF Temperature >= 255.00 THEN class = {15.00} [11.58, 18.42] (p=500, n=250, P=1100, N=550)","IF Strength <= 28.35 AND Temperature >= 225.00 AND Strength >= 26.55 AND Temperature >= 255.00 THEN class = {19.31} [18.36, 20.26] (p=19, n=10, P=275, N=1375)",0.19071266670391185,5.1158807601247055e-12,4.32876573254277e-12
plastic.arff,20,"IF Strength >= 31.25 AND Temperature <= 275.00 AND Strength <= 31.75 THEN class = {13.45} [10.88, 16.03] (p=15, n=7, P=825, N=825)","IF Temperature <= 245.00 THEN class = {15.00} [11.58, 18.42] (p=500, n=250, P=1100, N=550)","IF Strength >= 31.25 AND Temperature <= 275.00 AND Strength <= 31.75 AND Temperature <= 245.00 THEN class = {10.57} [9.67, 11.47] (p=5, n=2, P=275, N=1375)",0.775117554479813,0.0004064625229557355,0.0005746812101249622
plastic.arff,21,"IF Strength >= 31.10 AND Temperature <= 285.00 AND Strength <= 38.15 AND Temperature >= 245.00 AND Strength <= 32.35 THEN class = {15.89} [13.44, 18.35] (p=41, n=14, P=825, N=825)","IF Temperature >= 275.00 THEN class = {15.00} [11.58, 18.42] (p=300, n=150, P=1100, N=550)","IF Strength >= 31.10 AND Temperature <= 285.00 AND Strength <= 38.15 AND Temperature >= 245.00 AND Strength <= 32.35 AND Temperature >= 275.00 THEN class = {18.77} [17.80, 19.74] (p=8, n=5, P=275, N=1375)",0.778093029880809,1.3109845026442993e-06,5.531566929838381e-05
plastic.arff,22,"IF Strength >= 30.55 AND Strength <= 42.55 AND Temperature >= 245.00 AND Strength <= 32.35 THEN class = {16.57} [13.96, 19.19] (p=62, n=32, P=825, N=825)","IF Temperature >= 275.00 THEN class = {15.00} [11.58, 18.42] (p=300, n=150, P=1100, N=550)","IF Strength >= 30.55 AND Strength <= 42.55 AND Temperature >= 245.00 AND Strength <= 32.35 AND Temperature >= 275.00 THEN class = {19.31} [18.36, 20.26] (p=19, n=10, P=275, N=1375)",0.10433296290273028,5.1158807601247055e-12,2.2610846895295666e-12
plastic.arff,23,"IF Strength >= 30.15 AND Temperature <= 285.00 AND Strength <= 38.55 AND Temperature >= 275.00 THEN class = {16.30} [13.70, 18.90] (p=70, n=30, P=825, N=825)","IF Strength <= 32.15 THEN class = {15.90} [12.61, 19.20] (p=522, n=447, P=825, N=825)","IF Strength >= 30.15 AND Temperature <= 285.00 AND Strength <= 38.55 AND Temperature >= 275.00 AND Strength <= 32.15 THEN class = {19.26} [18.30, 20.23] (p=12, n=7, P=275, N=1375)",0.27352387597416716,1.6170020103244077e-08,2.4400535722932355e-06
pollution.arff,0,"IF NONW <= 5.20 THEN class = {903.41} [854.80, 952.01] (p=13, n=4, P=28, N=32)","IF POOR <= 11.00 THEN class = {913.42} [846.71, 980.14] (p=7, n=3, P=40, N=20)","IF NONW <= 5.20 AND POOR <= 11.00 THEN class = {840.88} [804.77, 876.98] (p=2, n=1, P=10, N=50)",0.360061919504644,0.032352941176470584,0.016666666666666666
pollution.arff,1,"IF NONW <= 9.15 THEN class = {905.15} [855.53, 954.76] (p=21, n=8, P=31, N=29)","IF JANT >= 39.50 THEN class = {934.44} [852.57, 1,016.32] (p=11, n=5, P=50, N=10)","IF NONW <= 9.15 AND JANT >= 39.50 THEN class = {847.88} [808.62, 887.15] (p=2, n=2, P=10, N=50)",0.05355297272715545,0.01633615426718875,0.019780219780219783
pwlinear.arff,0,"IF a1 <= 0.00 AND a9 <= 0.50 AND a3 >= -0.50 AND a7 <= 0.50 THEN class = {3.79} [0.98, 6.59] (p=21, n=5, P=59, N=141)","IF a2 >= 0.50 THEN class = {1.20} [-4.35, 6.75] (p=33, n=22, P=149, N=51)","IF a1 <= 0.00 AND a9 <= 0.50 AND a3 >= -0.50 AND a7 <= 0.50 AND a2 >= 0.50 THEN class = {7.54} [4.74, 10.33] (p=4, n=2, P=27, N=173)",0.09962645737584308,0.0005559657733570777,0.0025201386355659383
sensory.arff,0,"IF Rows = {2} AND Interval = {2} AND Judges = {4} THEN class = {15.88} [15.20, 16.55] (p=12, n=4, P=229, N=347)","IF Trellis = {3} THEN class = {15.28} [14.48, 16.09] (p=112, n=32, P=448, N=128)","IF Rows = {2} AND Interval = {2} AND Judges = {4} AND Trellis = {3} THEN class = {16.75} [16.19, 17.31] (p=2, n=2, P=37, N=539)",0.07728548000637192,0.007555477063217064,0.0025853152085068927
sensory.arff,1,"IF Occasion = {2} AND Position = {1} AND Squares = {2} AND Trellis = {2} THEN class = {14.86} [14.14, 15.58] (p=13, n=5, P=370, N=206)","IF Sittings = {3} THEN class = {15.03} [14.21, 15.86] (p=100, n=44, P=370, N=206)","IF Occasion = {2} AND Position = {1} AND Squares = {2} AND Trellis = {2} AND Sittings = {3} THEN class = {14.00} [13.50, 14.50] (p=4, n=0, P=189, N=387)",0.8523294681231266,0.01456553712169333,0.012474063252225958
sensory.arff,2,"IF Columns = {2} AND Rows = {3} AND Occasion = {1} THEN class = {14.81} [13.89, 15.73] (p=17, n=7, P=429, N=147)","IF Judges = {4} THEN class = {14.86} [13.93, 15.80] (p=71, n=25, P=429, N=147)","IF Columns = {2} AND Rows = {3} AND Occasion = {1} AND Judges = {4} THEN class = {13.62} [13.21, 14.04] (p=3, n=1, P=80, N=496)",0.6620875657908318,0.006090382340609658,0.005813058744626619
stock.arff,0,"IF Company4 >= 51.94 THEN class = {46.96} [44.08, 49.84] (p=129, n=21, P=305, N=645)","IF Company8 <= 25.94 THEN class = {46.18} [39.33, 53.03] (p=385, n=302, P=595, N=355)","IF Company4 >= 51.94 AND Company8 <= 25.94 THEN class = {53.48} [48.59, 58.37] (p=10, n=3, P=345, N=605)",0.2978843148597574,0.0003496951157007287,4.2168103197178416e-05
stock.arff,1,"IF Company4 >= 51.44 THEN class = {47.10} [44.05, 50.15] (p=137, n=22, P=327, N=623)","IF Company8 <= 26.06 THEN class = {46.20} [39.36, 53.04] (p=388, n=303, P=595, N=355)","IF Company4 >= 51.44 AND Company8 <= 26.06 THEN class = {53.14} [48.35, 57.92] (p=13, n=5, P=345, N=605)",0.2778982934907829,1.0838757917362387e-05,4.4892395879418946e-06
stock.arff,2,"IF Company4 >= 50.94 THEN class = {47.42} [44.07, 50.78] (p=140, n=28, P=350, N=600)","IF Company8 <= 26.06 THEN class = {46.20} [39.36, 53.04] (p=388, n=303, P=595, N=355)","IF Company4 >= 50.94 AND Company8 <= 26.06 THEN class = {53.70} [49.41, 57.99] (p=19, n=5, P=316, N=634)",0.18960744159412857,1.3155804816768252e-08,1.2453483502288174e-08
stock.arff,3,"IF Company9 <= 41.44 THEN class = {46.24} [43.22, 49.26] (p=172, n=49, P=321, N=629)","IF Company5 >= 64.06 THEN class = {46.55} [40.21, 52.89] (p=191, n=162, P=550, N=400)","IF Company9 <= 41.44 AND Company5 >= 64.06 THEN class = {40.05} [37.75, 42.34] (p=10, n=3, P=184, N=766)",0.8509394805084682,3.593134038244184e-08,0.00013018152106053838
stock.arff,4,"IF Company2 <= 30.31 THEN class = {47.80} [44.49, 51.11] (p=131, n=36, P=329, N=621)","IF Company9 >= 42.19 THEN class = {47.58} [40.30, 54.86] (p=371, n=305, P=610, N=340)","IF Company2 <= 30.31 AND Company9 >= 42.19 THEN class = {55.19} [49.54, 60.85] (p=6, n=3, P=348, N=602)",0.532651494638486,0.0013369138879861665,0.0012999561455869766
stock.arff,5,"IF Company8 >= 25.06 THEN class = {49.12} [44.09, 54.15] (p=231, n=73, P=473, N=477)","IF Company9 >= 47.69 THEN class = {49.92} [41.91, 57.93] (p=134, n=92, P=657, N=293)","IF Company8 >= 25.06 AND Company9 >= 47.69 THEN class = {58.58} [57.52, 59.64] (p=18, n=13, P=34, N=916)",0.05163762237472343,2.0030086813754892e-16,1.4431372063716478e-18
stock.arff,6,"IF Company7 >= 80.81 THEN class = {47.80} [44.30, 51.29] (p=82, n=29, P=349, N=601)","IF Company8 <= 26.06 THEN class = {46.20} [39.36, 53.04] (p=388, n=303, P=595, N=355)","IF Company7 >= 80.81 AND Company8 <= 26.06 THEN class = {53.15} [49.24, 57.07] (p=18, n=4, P=301, N=649)",0.24521891224853254,9.298819161799833e-08,7.72198789655648e-07
stock.arff,7,"IF Company2 <= 49.81 AND Company4 >= 45.19 THEN class = {47.08} [44.30, 49.86] (p=165, n=35, P=283, N=667)","IF Company7 <= 67.56 THEN class = {46.89} [38.76, 55.01] (p=197, n=201, P=690, N=260)","IF Company2 <= 49.81 AND Company4 >= 45.19 AND Company7 <= 67.56 THEN class = {55.48} [49.73, 61.23] (p=4, n=2, P=344, N=606)",0.7310249362761876,0.001921958819663691,0.0075154122384303345
stock.arff,8,"IF Company7 >= 80.19 THEN class = {48.17} [44.51, 51.84] (p=96, n=41, P=360, N=590)","IF Company8 <= 26.06 THEN class = {46.20} [39.36, 53.04] (p=388, n=303, P=595, N=355)","IF Company7 >= 80.19 AND Company8 <= 26.06 THEN class = {53.45} [50.12, 56.78] (p=29, n=4, P=250, N=700)",0.1175708620802451,1.3434282923037657e-12,3.3491325043415173e-10
treasury.arff,0,"IF federalFunds >= 388.95 AND 3Y-CMaturityRate <= 5.21 THEN class = {5.42} [5.13, 5.71] (p=114, n=5, P=193, N=856)","IF checkableDeposits >= 1,131.35 THEN class = {5.13} [4.18, 6.08] (p=81, n=18, P=362, N=687)","IF federalFunds >= 388.95 AND 3Y-CMaturityRate <= 5.21 AND checkableDeposits >= 1,131.35 THEN class = {3.48} [3.32, 3.64] (p=0, n=2, P=12, N=1037)",0.18914057649311844,0.01592932496971608,0.04009077294181678
treasury.arff,1,"IF currency >= 3,616.40 THEN class = {5.40} [5.13, 5.68] (p=170, n=44, P=189, N=860)","IF checkableDeposits >= 1,131.35 THEN class = {5.13} [4.18, 6.08] (p=81, n=18, P=362, N=687)","IF currency >= 3,616.40 AND checkableDeposits >= 1,131.35 THEN class = {6.27} [6.05, 6.48] (p=0, n=2, P=27, N=1022)",0.34714769502477494,0.016646493896838557,0.017487906939282837
treasury.arff,2,"IF currency >= 3,474.10 THEN class = {5.46} [5.17, 5.76] (p=190, n=60, P=214, N=835)","IF checkableDeposits >= 1,148.30 THEN class = {5.31} [4.70, 5.92] (p=18, n=17, P=297, N=752)","IF currency >= 3,474.10 AND checkableDeposits >= 1,148.30 THEN class = {5.94} [5.83, 6.05] (p=2, n=2, P=59, N=990)",0.054602198415202544,0.002003197933426212,0.04870389454839456
triazines.arff,0,"IF p4_branch >= 0.40 THEN class = {0.58} [0.43, 0.73] (p=29, n=8, P=107, N=79)","IF p4_flex <= 0.16 THEN class = {0.61} [0.40, 0.82] (p=47, n=20, P=161, N=25)","IF p4_branch >= 0.40 AND p4_flex <= 0.16 THEN class = {0.10} [0.10, 0.10] (p=2, n=0, P=2, N=184)",0.2358899763546255,0.02041655362356212,0.0174554600557463
veteran.arff,0,"IF age >= 58.50 AND karnofsky >= 55.00 AND karnofsky <= 77.50 THEN class = {105.46} [21.27, 189.65] (p=31, n=4, P=81, N=56)","IF months >= 13.50 THEN class = {112.90} [17.49, 208.32] (p=12, n=9, P=92, N=45)","IF age >= 58.50 AND karnofsky >= 55.00 AND karnofsky <= 77.50 AND months >= 13.50 THEN class = {208.75} [154.60, 262.90] (p=2, n=2, P=16, N=121)",0.4834571941042962,0.005529875282088583,0.03525687466487128
