dataset,model,thread_time,process_time,raw_time,liczba_regul,liczba_wyjatkow,srednia_dlugosc_reguly,suma_warunkow,avg_precision,avg_coverage,rmse_train,rmse_test,mae_train,mae_test
mortgage.arff,RuleKit,0.22000226999989536,10.243654777999836,1.3533852100372314,49,0,4.204081632653061,206,0.86,0.87,0.7877879817959802,0.8117659058673351,0.5635201154594212,0.5903925051019373
mortgage.arff,RegressionRules,125.255508685,125.29227240699993,125.30178093910217,49,0,5.0,245,0.86,0.84,0.7744742837301078,0.8150754625340422,0.5391872528553484,0.5727240492224397
mortgage.arff,RegressionExceptionRules,781.969781838,783.0149898259999,782.8035562038422,49,1,5.0,245,0.86,0.84,0.7744742837301078,0.8150754625340422,0.5391872528553484,0.5727240492224397
mortgage.arff,DecisionTreeRegressor,0.012930188999689562,0.013002173000131734,0.012930154800415039,32,0,5.0,160,0.0,0.0,0.21555524691313568,0.34261373577969007,0.1663440731479284,0.23108398814492379
ozone.arff,RuleKit,0.08625752500029193,1.2144710970001142,0.6647663116455078,22,0,3.3636363636363638,74,0.86,0.61,5.0710897601755445,4.827166173352448,3.894819729164363,3.6705817803912444
ozone.arff,RegressionRules,3.6278496820000328,3.6292922150000777,3.629315137863159,23,0,5.0,115,0.85,0.59,5.085377214672196,4.610042929618177,3.9097318315439584,3.5337244744243534
ozone.arff,RegressionExceptionRules,15.890734141999928,15.895582425000157,15.89376950263977,23,0,5.0,115,0.85,0.59,5.085377214672196,4.610042929618177,3.9097318315439584,3.5337244744243534
ozone.arff,DecisionTreeRegressor,0.006086163999952987,0.006099348999669019,0.006085872650146484,27,0,4.851851851851852,131,0.0,0.0,3.13123460436556,4.562075516998375,2.2908859341770706,3.52163899822702
pbc.arff,RuleKit,0.20069579399978466,2.3027345680002327,0.9217929840087891,50,0,3.52,176,0.85,0.23,842.1676859244114,1036.4661261468677,651.3983100754697,800.1177412662886
pbc.arff,RegressionRules,14.63246262199982,14.638154677999864,14.635055541992188,52,0,4.980769230769231,259,0.84,0.21,869.204837174697,1052.8951005261958,655.8180069338335,819.9685236384618
pbc.arff,RegressionExceptionRules,84.20569963600019,84.23378209500015,84.21712636947632,49,2,4.877551020408164,239,0.84,0.22,875.0187731350644,1023.7940820997779,671.0324421798623,804.9847987306077
pbc.arff,DecisionTreeRegressor,0.012425572000211105,0.012545018000309938,0.012425422668457031,24,0,4.666666666666667,112,0.0,0.0,701.9303214918874,1131.8517697684817,537.1468752141999,879.5125356790389
pharynx.arff,RuleKit,0.06867257899966717,0.2740354729999126,0.17419958114624023,14,0,2.642857142857143,37,0.85,0.46,298.7620387228204,321.4082181084894,227.03260528904192,247.32229304706985
pharynx.arff,RegressionRules,0.6064808050000465,0.606655993000004,0.60662841796875,17,0,4.647058823529412,79,0.83,0.37,308.53340496504643,327.05981111092126,234.85214223369235,251.2197552002675
pharynx.arff,RegressionExceptionRules,2.533816291000221,2.5351599529999476,2.534000873565674,17,0,4.647058823529412,79,0.83,0.37,308.53340496504643,327.05981111092126,234.85214223369235,251.2197552002675
